PROPERTY.GROUP,LATITUDE,LONGITUDE
534935,41.67370499,-87.61754118
535153,41.67793409,-87.62138761
535181,41.67541426,-87.62142516
535211,41.67632924,-87.62134126
535236,41.67365466,-87.61704733
535237,41.67365999,-87.61668171
535238,41.67366429,-87.61638924
535239,41.67366864,-87.61609677
535240,41.67367416,-87.61573118
535243,41.67419076,-87.61702126
535244,41.67432729,-87.61618584
536635,41.6772234,-87.64053932
537692,41.67068412,-87.64181632
540537,41.66841082,-87.63572845
540751,41.66615838,-87.63656747
541072,41.65744966,-87.61291409
543051,41.65274197,-87.54942894
543087,41.65205676,-87.54488711
545488,41.80351078,-87.60362008
548763,41.79377886,-87.6484587
554963,41.7546866,-87.55496472
555307,41.79638376,-87.73442556
562428,41.76335416,-87.65359165
567754,41.75064862,-87.65092232
570633,41.95540525,-87.69965552
571417,41.71866053,-87.6432827
634714,41.67469008,-87.64051484
643176,41.70836303,-87.53634997
656256,41.80456762,-87.60631201
660219,41.89012394,-87.63159666
663742,41.98388604,-87.65534235
663754,41.984483,-87.65536322
664376,41.75151187,-87.59412974
665451,41.7503798,-87.55514679
665455,41.75017565,-87.55497822
670388,41.89365563,-87.72456679
670434,41.78001222,-87.66408722
